"","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"5404","A3NAHN61XJ3ZAT","3","""8""","""48""","""long""","""3-3""","""8""","""left""","""complex""","""mipatorun"""
"5405","A3NAHN61XJ3ZAT","4","""11""","""4""","""long""","""2-4""","""11""","""left""","""complex""","""fepolopus"""
"5406","A3NAHN61XJ3ZAT","5","""27""","""26""","""short""","""4-5""","""26""","""right""","""simple""","""gronan"""
"5407","A3NAHN61XJ3ZAT","6","""41""","""46""","""short""","""1-4""","""46""","""right""","""simple""","""ralex"""
"5408","A3NAHN61XJ3ZAT","7","""25""","""38""","""long""","""5-5""","""38""","""right""","""simple""","""binivatrus"""
"5409","A3NJ3NA880N7NM","0","""10""","""28""","""short""","""1-2""","""10""","""right""","""complex""","""vatrus"""
"5410","A3NJ3NA880N7NM","1","""39""","""55""","""long""","""2-3""","""55""","""right""","""simple""","""mipatorun"""
"5411","A3NJ3NA880N7NM","2","""52""","""42""","""short""","""4-5""","""52""","""left""","""complex""","""gronan"""
"5412","A3NJ3NA880N7NM","3","""5""","""22""","""short""","""2-2""","""22""","""left""","""simple""","""bugorn"""
"5413","A3NJ3NA880N7NM","4","""14""","""49""","""long""","""2-5""","""14""","""right""","""complex""","""fepolopus"""
"5414","A3NJ3NA880N7NM","5","""38""","""16""","""long""","""3-5""","""38""","""left""","""complex""","""tiburalex"""
"5415","A3NJ3NA880N7NM","6","""23""","""31""","""short""","""4-4""","""31""","""left""","""simple""","""ratum"""
"5416","A3NJ3NA880N7NM","7","""19""","""20""","""long""","""1-1""","""20""","""right""","""simple""","""pakuwugnum"""
"5417","A3NJVFZQ7ROTC7","0","""12""","""16""","""short""","""3-3""","""12""","""left""","""complex""","""gronan"""
"5418","A3NJVFZQ7ROTC7","1","""24""","""4""","""long""","""2-3""","""4""","""left""","""simple""","""pakuwugnum"""
"5419","A3NJVFZQ7ROTC7","2","""9""","""29""","""short""","""1-2""","""29""","""right""","""simple""","""vatrus"""
"5420","A3NJVFZQ7ROTC7","3","""30""","""20""","""long""","""1-4""","""20""","""left""","""simple""","""gaburatum"""
"5421","A3NJVFZQ7ROTC7","4","""23""","""11""","""long""","""4-4""","""23""","""left""","""complex""","""fepolopus"""
"5422","A3NJVFZQ7ROTC7","5","""14""","""10""","""long""","""2-5""","""10""","""right""","""simple""","""tiburalex"""
"5423","A3NJVFZQ7ROTC7","6","""35""","""47""","""short""","""4-5""","""47""","""left""","""simple""","""bugorn"""
"5424","A3NJVFZQ7ROTC7","7","""28""","""46""","""short""","""1-1""","""28""","""right""","""complex""","""torun"""
"5425","A3NKA0NIM0TX5C","0","""41""","""54""","""long""","""1-4""","""54""","""right""","""simple""","""fepolopus"""
"5426","A3NKA0NIM0TX5C","1","""49""","""17""","""long""","""2-2""","""17""","""right""","""simple""","""binivatrus"""
"5427","A3NKA0NIM0TX5C","2","""6""","""46""","""short""","""1-2""","""46""","""left""","""simple""","""torun"""
"5428","A3NKA0NIM0TX5C","3","""16""","""59""","""short""","""1-3""","""59""","""right""","""simple""","""ratum"""
"5429","A3NKA0NIM0TX5C","4","""14""","""42""","""long""","""4-5""","""42""","""left""","""simple""","""kibagronan"""
"5430","A3NKA0NIM0TX5C","5","""31""","""34""","""short""","""2-4""","""34""","""left""","""simple""","""wugnum"""
"5431","A3NKA0NIM0TX5C","6","""3""","""57""","""short""","""1-1""","""3""","""left""","""complex""","""ralex"""
"5432","A3NKA0NIM0TX5C","7","""21""","""56""","""long""","""3-5""","""56""","""left""","""simple""","""tupabugorn"""
"5433","A3O0O958QMJAIY","0","""35""","""13""","""short""","""1-5""","""35""","""left""","""complex""","""bugorn"""
"5434","A3O0O958QMJAIY","1","""27""","""53""","""long""","""5-5""","""53""","""left""","""simple""","""gaburatum"""
"5435","A3O0O958QMJAIY","2","""23""","""18""","""long""","""4-4""","""18""","""right""","""simple""","""pakuwugnum"""
"5436","A3O0O958QMJAIY","3","""7""","""29""","""long""","""1-3""","""7""","""right""","""complex""","""kibagronan"""
"5437","A3O0O958QMJAIY","4","""36""","""16""","""short""","""3-5""","""16""","""right""","""simple""","""ralex"""
"5438","A3O0O958QMJAIY","5","""26""","""39""","""short""","""3-4""","""39""","""left""","""simple""","""torun"""
"5439","A3O0O958QMJAIY","6","""34""","""46""","""short""","""1-2""","""34""","""right""","""complex""","""lopus"""
"5440","A3O0O958QMJAIY","7","""12""","""49""","""long""","""2-3""","""12""","""left""","""complex""","""binivatrus"""
"5441","A3O10CFLCP9ZFJ","0","""35""","""15""","""long""","""1-5""","""35""","""right""","""complex""","""gaburatum"""
"5442","A3O10CFLCP9ZFJ","1","""56""","""50""","""short""","""3-3""","""56""","""left""","""complex""","""gronan"""
"5443","A3O10CFLCP9ZFJ","2","""8""","""57""","""short""","""1-3""","""8""","""right""","""complex""","""ralex"""
"5444","A3O10CFLCP9ZFJ","3","""47""","""29""","""long""","""1-4""","""47""","""left""","""complex""","""pakuwugnum"""
"5445","A3O10CFLCP9ZFJ","4","""41""","""26""","""short""","""4-4""","""41""","""right""","""complex""","""torun"""
"5446","A3O10CFLCP9ZFJ","5","""28""","""13""","""long""","""1-1""","""28""","""right""","""complex""","""tupabugorn"""
"5447","A3O10CFLCP9ZFJ","6","""32""","""51""","""short""","""4-5""","""32""","""left""","""complex""","""lopus"""
"5448","A3O10CFLCP9ZFJ","7","""5""","""59""","""long""","""1-2""","""59""","""left""","""simple""","""binivatrus"""
"5449","A3O2JRE9BIYPI1","0","""34""","""13""","""short""","""1-2""","""34""","""left""","""complex""","""wugnum"""
"5450","A3O2JRE9BIYPI1","1","""29""","""57""","""long""","""1-1""","""57""","""right""","""simple""","""fepolopus"""
"5451","A3O2JRE9BIYPI1","2","""30""","""15""","""short""","""1-4""","""30""","""right""","""complex""","""ratum"""
"5452","A3O2JRE9BIYPI1","3","""47""","""37""","""long""","""2-4""","""37""","""right""","""simple""","""tiburalex"""
"5453","A3O2JRE9BIYPI1","4","""43""","""53""","""long""","""5-5""","""53""","""right""","""simple""","""kibagronan"""
"5454","A3O2JRE9BIYPI1","5","""14""","""48""","""long""","""3-5""","""14""","""left""","""complex""","""tupabugorn"""
"5455","A3O2JRE9BIYPI1","6","""12""","""3""","""short""","""1-3""","""12""","""right""","""complex""","""torun"""
"5456","A3O2JRE9BIYPI1","7","""32""","""44""","""short""","""1-5""","""32""","""left""","""complex""","""vatrus"""
"5457","A3ORBLI24UT0SA","0","""47""","""48""","""short""","""3-4""","""47""","""right""","""complex""","""ratum"""
"5458","A3ORBLI24UT0SA","1","""12""","""7""","""short""","""3-3""","""12""","""left""","""complex""","""lopus"""
"5459","A3ORBLI24UT0SA","2","""35""","""24""","""long""","""3-5""","""35""","""left""","""complex""","""binivatrus"""
"5460","A3ORBLI24UT0SA","3","""36""","""10""","""short""","""2-5""","""36""","""right""","""complex""","""ralex"""
"5461","A3ORBLI24UT0SA","4","""25""","""46""","""short""","""1-5""","""25""","""left""","""complex""","""wugnum"""
"5462","A3ORBLI24UT0SA","5","""44""","""59""","""long""","""1-1""","""59""","""right""","""simple""","""mipatorun"""
"5463","A3ORBLI24UT0SA","6","""22""","""17""","""long""","""2-2""","""17""","""left""","""simple""","""tupabugorn"""
"5464","A3ORBLI24UT0SA","7","""39""","""49""","""long""","""2-3""","""39""","""right""","""complex""","""kibagronan"""
"5465","A3OW0JI1RE091G","0","""42""","""55""","""long""","""2-4""","""42""","""left""","""complex""","""tupabugorn"""
"5466","A3OW0JI1RE091G","1","""49""","""2""","""short""","""2-2""","""2""","""left""","""simple""","""ratum"""
"5467","A3OW0JI1RE091G","2","""39""","""7""","""short""","""3-3""","""39""","""left""","""complex""","""lopus"""
"5468","A3OW0JI1RE091G","3","""35""","""21""","""short""","""5-5""","""21""","""right""","""simple""","""vatrus"""
"5469","A3OW0JI1RE091G","4","""23""","""57""","""short""","""1-4""","""57""","""left""","""simple""","""wugnum"""
"5470","A3OW0JI1RE091G","5","""8""","""3""","""long""","""1-3""","""8""","""right""","""complex""","""tiburalex"""
"5471","A3OW0JI1RE091G","6","""30""","""51""","""long""","""4-4""","""51""","""left""","""simple""","""mipatorun"""
"5472","A3OW0JI1RE091G","7","""37""","""13""","""long""","""1-2""","""13""","""left""","""simple""","""kibagronan"""
"5473","A3OX7JRNBB4EO0","0","""43""","""53""","""long""","""5-5""","""43""","""right""","""complex""","""tupabugorn"""
"5474","A3OX7JRNBB4EO0","1","""15""","""19""","""short""","""1-1""","""15""","""left""","""complex""","""lopus"""
"5475","A3OX7JRNBB4EO0","2","""48""","""57""","""long""","""1-3""","""48""","""right""","""complex""","""kibagronan"""
"5476","A3OX7JRNBB4EO0","3","""51""","""20""","""long""","""1-4""","""20""","""right""","""simple""","""mipatorun"""
"5477","A3OX7JRNBB4EO0","4","""27""","""17""","""short""","""2-5""","""17""","""left""","""simple""","""vatrus"""
"5478","A3OX7JRNBB4EO0","5","""42""","""9""","""short""","""2-4""","""42""","""left""","""complex""","""ratum"""
"5479","A3OX7JRNBB4EO0","6","""41""","""31""","""short""","""4-4""","""41""","""right""","""complex""","""ralex"""
"5480","A3OX7JRNBB4EO0","7","""56""","""50""","""long""","""3-3""","""50""","""left""","""simple""","""pakuwugnum"""
"5481","A3P2WJ2XSQNF58","0","""25""","""54""","""long""","""1-5""","""25""","""left""","""complex""","""pakuwugnum"""
"5482","A3P2WJ2XSQNF58","1","""47""","""49""","""short""","""2-4""","""47""","""left""","""complex""","""torun"""
"5483","A3P2WJ2XSQNF58","2","""11""","""8""","""short""","""3-4""","""11""","""right""","""complex""","""ratum"""
"5484","A3P2WJ2XSQNF58","3","""27""","""12""","""long""","""3-5""","""27""","""left""","""complex""","""tiburalex"""
"5485","A3P2WJ2XSQNF58","4","""53""","""43""","""long""","""5-5""","""43""","""left""","""simple""","""tupabugorn"""
"5486","A3P2WJ2XSQNF58","5","""16""","""44""","""long""","""1-3""","""44""","""right""","""simple""","""fepolopus"""
"5487","A3P2WJ2XSQNF58","6","""14""","""55""","""short""","""2-5""","""55""","""right""","""simple""","""vatrus"""
"5488","A3P2WJ2XSQNF58","7","""9""","""10""","""short""","""2-2""","""10""","""left""","""simple""","""gronan"""
"5489","A3P74FP62XNVYI","0","""34""","""57""","""long""","""1-2""","""57""","""right""","""simple""","""tupabugorn"""
"5490","A3P74FP62XNVYI","1","""26""","""22""","""short""","""2-4""","""22""","""right""","""simple""","""gronan"""
"5491","A3P74FP62XNVYI","2","""14""","""58""","""long""","""4-5""","""14""","""right""","""complex""","""gaburatum"""
"5492","A3P74FP62XNVYI","3","""23""","""39""","""long""","""3-4""","""39""","""right""","""simple""","""mipatorun"""
"5493","A3P74FP62XNVYI","4","""35""","""15""","""short""","""1-5""","""15""","""left""","""simple""","""wugnum"""
"5494","A3P74FP62XNVYI","5","""51""","""45""","""short""","""4-4""","""45""","""right""","""simple""","""ralex"""
"5495","A3P74FP62XNVYI","6","""8""","""37""","""long""","""2-3""","""37""","""left""","""simple""","""fepolopus"""
"5496","A3P74FP62XNVYI","7","""47""","""19""","""short""","""1-4""","""47""","""left""","""complex""","""vatrus"""
"5497","A3P79YGNZ7S9VA","0","""28""","""13""","""short""","""1-1""","""28""","""right""","""complex""","""gronan"""
"5498","A3P79YGNZ7S9VA","1","""41""","""46""","""long""","""1-4""","""41""","""right""","""complex""","""mipatorun"""
"5499","A3P79YGNZ7S9VA","2","""45""","""1""","""short""","""3-4""","""1""","""right""","""simple""","""bugorn"""
"5500","A3P79YGNZ7S9VA","3","""43""","""3""","""short""","""1-5""","""43""","""left""","""complex""","""vatrus"""
"5501","A3P79YGNZ7S9VA","4","""27""","""35""","""short""","""5-5""","""27""","""right""","""complex""","""wugnum"""
"5502","A3P79YGNZ7S9VA","5","""58""","""17""","""long""","""2-4""","""17""","""left""","""simple""","""fepolopus"""
"5503","A3P79YGNZ7S9VA","6","""7""","""54""","""long""","""1-3""","""54""","""left""","""simple""","""gaburatum"""
"5504","A3P79YGNZ7S9VA","7","""2""","""10""","""long""","""2-2""","""2""","""right""","""complex""","""tiburalex"""
"5505","A3PD06OTVDYTQN","0","""39""","""4""","""long""","""2-3""","""4""","""left""","""simple""","""gaburatum"""
"5506","A3PD06OTVDYTQN","1","""51""","""47""","""long""","""4-4""","""47""","""right""","""simple""","""tupabugorn"""
"5507","A3PD06OTVDYTQN","2","""35""","""17""","""short""","""2-5""","""35""","""right""","""complex""","""ralex"""
"5508","A3PD06OTVDYTQN","3","""40""","""8""","""short""","""3-3""","""8""","""right""","""simple""","""gronan"""
"5509","A3PD06OTVDYTQN","4","""43""","""13""","""short""","""1-5""","""43""","""left""","""complex""","""lopus"""
"5510","A3PD06OTVDYTQN","5","""27""","""36""","""short""","""5-5""","""27""","""right""","""complex""","""wugnum"""
"5511","A3PD06OTVDYTQN","6","""48""","""20""","""long""","""1-3""","""20""","""left""","""simple""","""binivatrus"""
"5512","A3PD06OTVDYTQN","7","""41""","""1""","""long""","""3-4""","""41""","""left""","""complex""","""mipatorun"""
"5513","A3PIWOAEB8IRP8","0","""10""","""29""","""long""","""1-2""","""10""","""right""","""complex""","""kibagronan"""
"5514","A3PIWOAEB8IRP8","1","""47""","""49""","""short""","""2-4""","""47""","""right""","""complex""","""ralex"""
"5515","A3PIWOAEB8IRP8","2","""23""","""26""","""long""","""4-4""","""26""","""right""","""simple""","""fepolopus"""
"5516","A3PIWOAEB8IRP8","3","""42""","""57""","""short""","""1-4""","""42""","""right""","""complex""","""torun"""
"5517","A3PIWOAEB8IRP8","4","""41""","""1""","""short""","""3-4""","""41""","""left""","""complex""","""wugnum"""
"5518","A3PIWOAEB8IRP8","5","""8""","""55""","""long""","""2-3""","""8""","""left""","""complex""","""binivatrus"""
"5519","A3PIWOAEB8IRP8","6","""35""","""30""","""long""","""4-5""","""30""","""left""","""simple""","""tupabugorn"""
"5520","A3PIWOAEB8IRP8","7","""33""","""6""","""short""","""2-5""","""33""","""right""","""complex""","""ratum"""
"5521","A3Q4V0088VBPWH","0","""31""","""51""","""long""","""4-4""","""31""","""right""","""complex""","""fepolopus"""
"5522","A3Q4V0088VBPWH","1","""40""","""44""","""long""","""1-3""","""40""","""right""","""complex""","""kibagronan"""
"5523","A3Q4V0088VBPWH","2","""18""","""20""","""short""","""1-4""","""20""","""left""","""simple""","""ratum"""
"5524","A3Q4V0088VBPWH","3","""45""","""10""","""long""","""2-4""","""10""","""left""","""simple""","""pakuwugnum"""
"5525","A3Q4V0088VBPWH","4","""1""","""22""","""short""","""2-3""","""1""","""left""","""complex""","""bugorn"""
"5526","A3Q4V0088VBPWH","5","""32""","""29""","""short""","""1-5""","""29""","""right""","""simple""","""torun"""
"5527","A3Q4V0088VBPWH","6","""5""","""59""","""long""","""1-2""","""5""","""left""","""complex""","""tiburalex"""
"5528","A3Q4V0088VBPWH","7","""3""","""57""","""short""","""1-1""","""57""","""right""","""simple""","""vatrus"""
"5529","A3QSFEDG3UPBIX","0","""5""","""55""","""short""","""2-2""","""5""","""left""","""complex""","""ratum"""
"5530","A3QSFEDG3UPBIX","1","""41""","""9""","""short""","""2-4""","""41""","""right""","""complex""","""gronan"""
"5531","A3QSFEDG3UPBIX","2","""27""","""45""","""long""","""4-5""","""45""","""left""","""simple""","""binivatrus"""
"5532","A3QSFEDG3UPBIX","3","""26""","""23""","""long""","""4-4""","""23""","""right""","""simple""","""mipatorun"""
"5533","A3QSFEDG3UPBIX","4","""33""","""28""","""long""","""1-5""","""28""","""left""","""simple""","""fepolopus"""
"5534","A3QSFEDG3UPBIX","5","""15""","""54""","""short""","""1-1""","""54""","""left""","""simple""","""wugnum"""
"5535","A3QSFEDG3UPBIX","6","""14""","""12""","""short""","""3-5""","""14""","""left""","""complex""","""bugorn"""
"5536","A3QSFEDG3UPBIX","7","""35""","""32""","""long""","""5-5""","""32""","""right""","""simple""","""tiburalex"""
"5537","A3R1N8TBIW2EZ2","0","""55""","""28""","""short""","""1-2""","""55""","""right""","""complex""","""ralex"""
"5538","A3R1N8TBIW2EZ2","1","""7""","""24""","""long""","""3-3""","""7""","""right""","""complex""","""kibagronan"""
"5539","A3R1N8TBIW2EZ2","2","""20""","""54""","""short""","""1-1""","""20""","""left""","""complex""","""wugnum"""
"5540","A3R1N8TBIW2EZ2","3","""11""","""31""","""long""","""4-4""","""31""","""left""","""simple""","""mipatorun"""
"5541","A3R1N8TBIW2EZ2","4","""30""","""56""","""short""","""3-4""","""56""","""right""","""simple""","""bugorn"""
"5542","A3R1N8TBIW2EZ2","5","""33""","""53""","""long""","""5-5""","""53""","""left""","""simple""","""fepolopus"""
"5543","A3R1N8TBIW2EZ2","6","""32""","""3""","""long""","""1-5""","""3""","""right""","""simple""","""gaburatum"""
"5544","A3R1N8TBIW2EZ2","7","""25""","""45""","""short""","""4-5""","""45""","""right""","""simple""","""vatrus"""
"5545","A3R2XAIQ3SRR7C","0","""15""","""44""","""long""","""1-1""","""44""","""left""","""simple""","""mipatorun"""
"5546","A3R2XAIQ3SRR7C","1","""40""","""34""","""short""","""2-3""","""40""","""left""","""complex""","""ratum"""
"5547","A3R2XAIQ3SRR7C","2","""38""","""16""","""short""","""3-5""","""38""","""left""","""complex""","""bugorn"""
"5548","A3R2XAIQ3SRR7C","3","""25""","""5""","""short""","""2-5""","""5""","""right""","""simple""","""vatrus"""
"5549","A3R2XAIQ3SRR7C","4","""41""","""55""","""long""","""2-4""","""55""","""left""","""simple""","""tiburalex"""
"5550","A3R2XAIQ3SRR7C","5","""48""","""13""","""long""","""1-3""","""13""","""left""","""simple""","""pakuwugnum"""
"5551","A3R2XAIQ3SRR7C","6","""58""","""24""","""short""","""3-4""","""58""","""left""","""complex""","""gronan"""
"5552","A3R2XAIQ3SRR7C","7","""27""","""36""","""long""","""5-5""","""36""","""left""","""simple""","""fepolopus"""
"5553","A3RENKP1U8LT4L","0","""7""","""40""","""short""","""3-3""","""40""","""left""","""simple""","""wugnum"""
"5554","A3RENKP1U8LT4L","1","""34""","""19""","""long""","""1-2""","""34""","""right""","""complex""","""tiburalex"""
"5555","A3RENKP1U8LT4L","2","""18""","""41""","""long""","""4-4""","""18""","""left""","""complex""","""tupabugorn"""
"5556","A3RENKP1U8LT4L","3","""33""","""17""","""long""","""2-5""","""17""","""left""","""simple""","""mipatorun"""
"5557","A3RENKP1U8LT4L","4","""45""","""37""","""short""","""2-4""","""45""","""left""","""complex""","""lopus"""
"5558","A3RENKP1U8LT4L","5","""22""","""5""","""short""","""2-2""","""22""","""left""","""complex""","""gronan"""
"5559","A3RENKP1U8LT4L","6","""23""","""54""","""short""","""1-4""","""23""","""right""","""complex""","""vatrus"""
"5560","A3RENKP1U8LT4L","7","""56""","""9""","""long""","""2-3""","""56""","""right""","""complex""","""gaburatum"""
"5561","A3RIBFIB7C8D20","0","""28""","""54""","""long""","""1-1""","""54""","""left""","""simple""","""pakuwugnum"""
"5562","A3RIBFIB7C8D20","1","""25""","""15""","""short""","""1-5""","""25""","""left""","""complex""","""vatrus"""
"5563","A3RIBFIB7C8D20","2","""40""","""13""","""long""","""1-3""","""40""","""right""","""complex""","""tupabugorn"""
"5564","A3RIBFIB7C8D20","3","""53""","""55""","""long""","""2-5""","""53""","""right""","""complex""","""mipatorun"""
"5565","A3RIBFIB7C8D20","4","""2""","""5""","""short""","""2-2""","""2""","""right""","""complex""","""gronan"""
"5566","A3RIBFIB7C8D20","5","""18""","""44""","""short""","""1-4""","""18""","""left""","""complex""","""ratum"""
"5567","A3RIBFIB7C8D20","6","""48""","""49""","""short""","""2-3""","""48""","""right""","""complex""","""lopus"""
"5568","A3RIBFIB7C8D20","7","""10""","""19""","""long""","""1-2""","""10""","""left""","""complex""","""tiburalex"""
"5569","A3RVICAY4DBNJS","0","""42""","""50""","""short""","""3-4""","""42""","""left""","""complex""","""torun"""
"5570","A3RVICAY4DBNJS","1","""33""","""30""","""long""","""4-5""","""30""","""left""","""simple""","""tiburalex"""
"5571","A3RVICAY4DBNJS","2","""14""","""48""","""short""","""3-5""","""48""","""left""","""simple""","""wugnum"""
"5572","A3RVICAY4DBNJS","3","""60""","""55""","""long""","""2-3""","""55""","""left""","""simple""","""fepolopus"""
"5573","A3RVICAY4DBNJS","4","""26""","""13""","""long""","""1-4""","""13""","""left""","""simple""","""gaburatum"""
"5574","A3RVICAY4DBNJS","5","""53""","""36""","""short""","""5-5""","""36""","""right""","""simple""","""vatrus"""
"5575","A3RVICAY4DBNJS","6","""8""","""54""","""short""","""1-3""","""54""","""right""","""simple""","""bugorn"""
"5576","A3RVICAY4DBNJS","7","""5""","""19""","""long""","""1-2""","""5""","""left""","""complex""","""kibagronan"""
"5577","A3RVTUCJP2KBJ7","0","""16""","""10""","""long""","""2-3""","""10""","""left""","""simple""","""gaburatum"""
"5578","A3RVTUCJP2KBJ7","1","""24""","""7""","""long""","""3-3""","""24""","""right""","""complex""","""tupabugorn"""
"5579","A3RVTUCJP2KBJ7","2","""9""","""34""","""short""","""2-2""","""9""","""left""","""complex""","""gronan"""
"5580","A3RVTUCJP2KBJ7","3","""5""","""29""","""short""","""1-2""","""5""","""right""","""complex""","""lopus"""
"5581","A3RVTUCJP2KBJ7","4","""44""","""46""","""short""","""1-1""","""46""","""right""","""simple""","""wugnum"""
"5582","A3RVTUCJP2KBJ7","5","""30""","""18""","""long""","""4-4""","""30""","""right""","""complex""","""tiburalex"""
"5583","A3RVTUCJP2KBJ7","6","""27""","""55""","""long""","""2-5""","""27""","""left""","""complex""","""mipatorun"""
"5584","A3RVTUCJP2KBJ7","7","""41""","""2""","""short""","""2-4""","""41""","""right""","""complex""","""vatrus"""
"5585","A3SARY32MJ3KZA","0","""25""","""21""","""short""","""5-5""","""21""","""right""","""simple""","""ralex"""
"5586","A3SARY32MJ3KZA","1","""38""","""31""","""short""","""4-5""","""38""","""right""","""complex""","""ratum"""
"5587","A3SARY32MJ3KZA","2","""18""","""8""","""long""","""3-4""","""18""","""right""","""complex""","""pakuwugnum"""
"5588","A3SARY32MJ3KZA","3","""35""","""54""","""long""","""1-5""","""54""","""right""","""simple""","""mipatorun"""
"5589","A3SARY32MJ3KZA","4","""2""","""4""","""short""","""2-2""","""2""","""left""","""complex""","""bugorn"""
"5590","A3SARY32MJ3KZA","5","""36""","""34""","""long""","""2-5""","""34""","""right""","""simple""","""fepolopus"""
"5591","A3SARY32MJ3KZA","6","""10""","""20""","""long""","""1-2""","""20""","""right""","""simple""","""binivatrus"""
"5592","A3SARY32MJ3KZA","7","""13""","""59""","""short""","""1-1""","""13""","""left""","""complex""","""gronan"""
"5593","A3SNBRADBZGEZT","0","""37""","""6""","""short""","""2-2""","""37""","""right""","""complex""","""wugnum"""
"5594","A3SNBRADBZGEZT","1","""16""","""17""","""short""","""2-3""","""16""","""left""","""complex""","""vatrus"""
"5595","A3SNBRADBZGEZT","2","""36""","""38""","""long""","""5-5""","""38""","""right""","""simple""","""fepolopus"""
"5596","A3SNBRADBZGEZT","3","""30""","""42""","""short""","""4-4""","""30""","""right""","""complex""","""ratum"""
"5597","A3SNBRADBZGEZT","4","""21""","""23""","""long""","""4-5""","""23""","""left""","""simple""","""tupabugorn"""
"5598","A3SNBRADBZGEZT","5","""41""","""9""","""long""","""2-4""","""9""","""left""","""simple""","""tiburalex"""
"5599","A3SNBRADBZGEZT","6","""45""","""15""","""short""","""1-4""","""15""","""right""","""simple""","""torun"""
"5600","A3SNBRADBZGEZT","7","""27""","""2""","""long""","""2-5""","""2""","""left""","""simple""","""kibagronan"""
"5601","A3T021IZ1409ZH","0","""52""","""26""","""short""","""4-5""","""26""","""left""","""simple""","""vatrus"""
"5602","A3T021IZ1409ZH","1","""36""","""2""","""long""","""2-5""","""36""","""left""","""complex""","""pakuwugnum"""
"5603","A3T021IZ1409ZH","2","""53""","""40""","""long""","""3-5""","""53""","""right""","""complex""","""fepolopus"""
"5604","A3T021IZ1409ZH","3","""8""","""22""","""short""","""2-3""","""22""","""left""","""simple""","""bugorn"""
"5605","A3T021IZ1409ZH","4","""32""","""38""","""short""","""5-5""","""32""","""right""","""complex""","""gronan"""
"5606","A3T021IZ1409ZH","5","""23""","""55""","""short""","""2-4""","""23""","""right""","""complex""","""torun"""
"5607","A3T021IZ1409ZH","6","""42""","""51""","""long""","""4-4""","""51""","""left""","""simple""","""tiburalex"""
"5608","A3T021IZ1409ZH","7","""10""","""59""","""long""","""1-2""","""59""","""left""","""simple""","""gaburatum"""
"5609","A3T3K88IYZ9H8K","0","""41""","""42""","""long""","""4-4""","""41""","""right""","""complex""","""binivatrus"""
"5610","A3T3K88IYZ9H8K","1","""35""","""30""","""long""","""4-5""","""30""","""right""","""simple""","""fepolopus"""
"5611","A3T3K88IYZ9H8K","2","""52""","""29""","""short""","""1-5""","""29""","""right""","""simple""","""torun"""
"5612","A3T3K88IYZ9H8K","3","""18""","""56""","""long""","""3-4""","""18""","""left""","""complex""","""kibagronan"""
"5613","A3T3K88IYZ9H8K","4","""43""","""5""","""long""","""2-5""","""5""","""left""","""simple""","""gaburatum"""
"5614","A3T3K88IYZ9H8K","5","""49""","""44""","""short""","""1-2""","""49""","""left""","""complex""","""wugnum"""
"5615","A3T3K88IYZ9H8K","6","""60""","""46""","""short""","""1-3""","""60""","""right""","""complex""","""bugorn"""
"5616","A3T3K88IYZ9H8K","7","""10""","""17""","""short""","""2-2""","""10""","""right""","""complex""","""ralex"""
"5617","A3T59I4GT0P1LK","0","""28""","""19""","""long""","""1-1""","""28""","""left""","""complex""","""gaburatum"""
"5618","A3T59I4GT0P1LK","1","""45""","""39""","""long""","""3-4""","""39""","""left""","""simple""","""fepolopus"""
"5619","A3T59I4GT0P1LK","2","""11""","""20""","""long""","""1-4""","""20""","""left""","""simple""","""mipatorun"""
"5620","A3T59I4GT0P1LK","3","""26""","""18""","""short""","""4-4""","""18""","""right""","""simple""","""bugorn"""
"5621","A3T59I4GT0P1LK","4","""2""","""49""","""short""","""2-2""","""2""","""right""","""complex""","""wugnum"""
"5622","A3T59I4GT0P1LK","5","""32""","""48""","""short""","""3-5""","""48""","""right""","""simple""","""vatrus"""
"5623","A3T59I4GT0P1LK","6","""1""","""16""","""long""","""3-3""","""16""","""right""","""simple""","""tiburalex"""
"5624","A3T59I4GT0P1LK","7","""undefined""","""27""","""short""","""5-5""","""27""","""left""","""simple""","""gronan"""
"5625","A3T7EJC8KNDHQD","0","""14""","""24""","""long""","""3-5""","""24""","""left""","""simple""","""pakuwugnum"""
"5626","A3T7EJC8KNDHQD","1","""1""","""37""","""short""","""2-3""","""37""","""left""","""simple""","""gronan"""
"5627","A3T7EJC8KNDHQD","2","""45""","""4""","""long""","""2-4""","""4""","""right""","""simple""","""gaburatum"""
"5628","A3T7EJC8KNDHQD","3","""52""","""43""","""long""","""5-5""","""43""","""left""","""simple""","""binivatrus"""
"5629","A3T7EJC8KNDHQD","4","""30""","""44""","""long""","""1-4""","""30""","""right""","""complex""","""mipatorun"""
"5630","A3T7EJC8KNDHQD","5","""23""","""47""","""short""","""4-4""","""23""","""left""","""complex""","""ralex"""
"5631","A3T7EJC8KNDHQD","6","""21""","""34""","""short""","""2-5""","""21""","""right""","""complex""","""bugorn"""
"5632","A3T7EJC8KNDHQD","7","""19""","""29""","""short""","""1-1""","""19""","""right""","""complex""","""lopus"""
"5633","A3T8MQ7F8SKJA6","0","""40""","""37""","""short""","""2-3""","""37""","""left""","""simple""","""gronan"""
"5634","A3T8MQ7F8SKJA6","1","""11""","""31""","""long""","""4-4""","""31""","""left""","""simple""","""fepolopus"""
"5635","A3T8MQ7F8SKJA6","2","""12""","""48""","""long""","""3-3""","""48""","""right""","""simple""","""tupabugorn"""
